Cell	annotation	x.loc	y.loc	region
Cell4752	Epithelial cell	0.5668	0.2892	1
Cell4753	Epithelial cell	0.5702	0.2557	1
Cell4754	Fibroblast	0.5492	0.6283	1
Cell4755	Epithelial cell	0.6648	0.2324	1
Cell4756	Endothelial cell	0.671	0.9958	1
Cell4757	Adipocyte	0.5702	0.6864	1
Cell4758	Fibroblast	0.6946	0.6864	1
Cell4759	Epithelial cell	0.906	0.1539	1
Cell4760	Epithelial cell	0.8849	0.7051	1
Cell4761	Epithelial cell	0.7352	0.6222	1
Cell4762	Adipocyte	0.6103	0.489	1
Cell4763	Fibroblast	0.7228	0.6875	1
Cell4764	Epithelial cell	0.6243	0.597	1
Cell4765	Endothelial cell	0.7837	0.1011	1
Cell4766	Epithelial cell	0.9147	0.2398	1
Cell4767	Epithelial cell	0.8396	0.1778	1
Cell4768	Epithelial cell	0.9193	0.4906	1
Cell4769	Epithelial cell	0.5611	0.9488	1
Cell4770	Adipocyte	0.9379	0.0205	1
Cell4771	Adipocyte	0.9174	0.197	1
Cell4772	Adipocyte	0.7559	0.0272	1
Cell4773	Adipocyte	0.6575	0.8543	1
Cell4774	Adipocyte	0.7225	0.847	1
Cell4775	Adipocyte	0.8386	0.48	1
Cell4776	Adipocyte	0.8892	0.6976	1
Cell4777	Fibroblast	0.7301	0.4702	1
Cell4778	Epithelial cell	0.5044	0.8644	1
Cell4779	Fibroblast	0.9546	0.945	1
Cell4780	Epithelial cell	0.7249	0.8282	1
Cell4781	Fibroblast	0.9851	0.2551	1
Cell4782	Epithelial cell	0.4907	0.8756	1
Cell4783	Epithelial cell	0.6104	0.3324	1
Cell4784	Endothelial cell	0.7465	0.8201	1
Cell4785	Epithelial cell	0.9477	0.8617	1
Cell4786	Epithelial cell	0.839	0.352	1
Cell4787	Epithelial cell	0.5828	0.2796	1
Cell4788	Endothelial cell	0.887	0.404	1
Cell4789	Fibroblast	0.9707	0.3206	1
Cell4790	Immune (myeloid)	0.6737	0.6409	1
Cell4791	Epithelial cell	0.6336	0.255	1
Cell4792	Adipocyte	0.7909	0.1447	1
Cell4793	Endothelial cell	0.8077	0.993	1
Cell4794	Fibroblast	0.9584	0.1319	1
Cell4795	Fibroblast	0.9673	0.69	1
Cell4796	Adipocyte	0.8032	0.2625	1
Cell4797	Epithelial cell	0.7052	0.0397	1
Cell4798	Epithelial cell	0.5169	0.8171	1
Cell4799	Adipocyte	0.8518	0.9742	1
Cell4800	Epithelial cell	0.7294	0.4852	1
Cell4801	Fibroblast	0.5479	0.7423	1
Cell4802	Adipocyte	0.9753	0.9502	1
Cell4803	Endothelial cell	0.7049	0.6256	1
Cell4804	Fibroblast	0.815	0.0972	1
Cell4805	Fibroblast	0.753	0.8151	1
Cell4806	Endothelial cell	0.8821	0.5446	1
Cell4807	Adipocyte	0.599	0.6354	1
Cell4808	Adipocyte	0.916	0.2176	1
Cell4809	Endothelial cell	0.4592	0.1772	1
Cell4810	Fibroblast	0.6057	0.7893	1
Cell4811	Fibroblast	0.7681	0.3681	1
Cell4812	Adipocyte	0.9647	0.7424	1
Cell4813	Epithelial cell	0.9869	0.5644	1
Cell4814	Epithelial cell	0.9716	0.8877	1
Cell4815	Fibroblast	0.8205	0.5092	1
Cell4816	Fibroblast	0.8103	0.1179	1
Cell4817	Immune (myeloid)	0.9754	0.7362	1
Cell4818	Adipocyte	0.9094	0.3163	1
Cell4819	Epithelial cell	0.6987	0.0044	1
Cell4820	Fibroblast	0.454	0.1693	1
Cell4821	Epithelial cell	0.9576	0.4694	1
Cell4822	Epithelial cell	0.779	0.0031	1
Cell4823	Adipocyte	0.6576	0.7334	1
Cell4824	Epithelial cell	0.9925	0.1397	1
Cell4825	Epithelial cell	0.8953	0.1559	1
Cell4826	Epithelial cell	0.5552	0.0375	1
Cell4827	Fibroblast	0.9924	0.2456	1
Cell4828	Adipocyte	0.8697	0.4049	1
Cell4829	Endothelial cell	0.7141	0.6461	1
Cell4830	Endothelial cell	0.7116	0.8708	1
Cell4831	Adipocyte	0.6493	0.9509	1
Cell4832	Epithelial cell	0.592	0.3193	1
Cell4833	Adipocyte	0.6707	0.8018	1
Cell4834	Adipocyte	0.6544	0.3078	1
Cell4835	Endothelial cell	0.9407	0.9513	1
Cell4836	Epithelial cell	0.6353	0.4825	1
Cell4837	Epithelial cell	0.5577	0.0861	1
Cell4838	Muscle	0.8969	0.1414	1
Cell4839	Fibroblast	0.966	0.9064	1
Cell4840	Epithelial cell	0.5183	0.3201	1
Cell4841	Epithelial cell	0.6731	0.04	1
Cell4842	Adipocyte	0.9717	0.6839	1
Cell4843	Endothelial cell	0.7361	0.1714	1
Cell4844	Epithelial cell	0.7019	0.0469	1
Cell4845	Epithelial cell	0.73	0.9781	1
Cell4846	Epithelial cell	0.71	0.0169	1
Cell4847	Adipocyte	0.8859	0.3554	1
Cell4848	Epithelial cell	0.8851	0.98740000000000006	1
Cell4849	Fibroblast	0.6986	0.0578	1
Cell4850	Epithelial cell	0.9678	0.458	1
Cell4851	Fibroblast	0.8025	0.2661	1
Cell4852	Adipocyte	0.6525	0.9865	1
Cell4853	Fibroblast	0.6021	0.9852	1
Cell4854	Endothelial cell	0.9565	0.4857	1
Cell4855	Epithelial cell	0.781	0.5709	1
Cell4856	Fibroblast	0.4977	0.9461	1
Cell4857	Endothelial cell	0.975	0.066	1
Cell4858	Epithelial cell	0.5794	0.5691	1
Cell4859	Adipocyte	0.9472	0.1824	1
Cell4860	Adipocyte	0.6744	0.4319	1
Cell4861	Adipocyte	0.5704	0.4814	1
Cell4862	Adipocyte	0.5679	0.6046	1
Cell4863	Epithelial cell	0.7457	0.9277	1
Cell4864	Endothelial cell	0.5822	0.9843	1
Cell4865	Epithelial cell	0.6413	0.0143	1
Cell4866	Endothelial cell	0.5754	0.2035	1
Cell4867	Adipocyte	0.5776	0.6321	1
Cell4868	Epithelial cell	0.9339	0.8867	1
Cell4869	Epithelial cell	0.9953	0.5883	1
Cell4870	Fibroblast	0.6233	0.9188	1
Cell4871	Adipocyte	0.8886	0.8015	1
Cell4872	Epithelial cell	0.9891	0.3398	1
Cell4873	Immune (myeloid)	0.6031	0.5516	1
Cell4874	Adipocyte	0.6518	0.8714	1
Cell4875	Endothelial cell	0.5015	0.9043	1
Cell4876	Adipocyte	0.6153	0.668	1
Cell4877	Adipocyte	0.8626	0.4783	1
Cell4878	Adipocyte	0.7099	0.8062	1
Cell4879	Adipocyte	0.6168	0.813	1
Cell4880	Endothelial cell	0.8395	0.6419	1
Cell4881	Endothelial cell	0.6935	0.6672	1
Cell4882	Endothelial cell	0.9841	0.272	1
Cell4883	Epithelial cell	0.4643	0.9867	1
Cell4884	Endothelial cell	0.7741	0.3049	1
Cell4885	Epithelial cell	0.6278	0.9232	1
Cell4886	Endothelial cell	0.9115	0.3239	1
Cell4887	Epithelial cell	0.6196	0.4469	1
Cell4888	Immune (myeloid)	0.5881	0.1391	1
Cell4889	Adipocyte	0.5621	0.7934	1
Cell4890	Adipocyte	0.7052	0.88	1
Cell4891	Adipocyte	0.7662	0.4357	1
Cell4892	Epithelial cell	0.7281	0.2669	1
Cell4893	Adipocyte	0.9325	0.5165	1
Cell4894	Adipocyte	0.5619	0.2243	1
Cell4895	Fibroblast	0.5452	0.2245	1
Cell4896	Adipocyte	0.7543	0.6155	1
Cell4897	Epithelial cell	0.7727	0.4304	1
Cell4898	Adipocyte	0.7643	0.6511	1
Cell4899	Epithelial cell	0.8855	0.5643	1
Cell4900	Epithelial cell	0.7903	0.7089	1
Cell4901	Epithelial cell	0.5668	0.146	1
Cell4902	Fibroblast	0.8081	0.359	1
Cell4903	Epithelial cell	0.5647	0.1878	1
Cell4904	Epithelial cell	0.7762	0.0689	1
Cell4905	Adipocyte	0.8684	0.4825	1
Cell4906	Epithelial cell	0.6902	0.9917	1
Cell4907	Endothelial cell	0.9669	0.1809	1
Cell4908	Epithelial cell	0.8424	0.0851	1
Cell4909	Epithelial cell	0.8657	0.801	1
Cell4910	Fibroblast	0.8928	0.2098	1
Cell4911	Endothelial cell	0.6527	0.8365	1
Cell4912	Adipocyte	0.6964	0.9494	1
Cell4913	Epithelial cell	0.8389	0.4591	1
Cell4914	Endothelial cell	0.9926	0.6786	1
Cell4915	Epithelial cell	0.49370000000000003	0.875	1
Cell4916	Epithelial cell	0.7162	0.4084	1
Cell4917	Adipocyte	0.521	0.1815	1
Cell4918	Epithelial cell	0.77	0.1203	1
Cell4919	Adipocyte	0.7826	0.792	1
Cell4920	Epithelial cell	0.5851	0.1626	1
Cell4921	Adipocyte	0.7845	0.4734	1
Cell4922	Adipocyte	0.6221	0.8362	1
Cell4923	Epithelial cell	0.6731	0.7059	1
Cell4924	Fibroblast	0.6024	0.6359	1
Cell4925	Fibroblast	0.4942	0.1009	1
Cell4926	Fibroblast	0.6316	0.9265	1
Cell4927	Fibroblast	0.4829	0.8105	1
Cell4928	Epithelial cell	0.9141	0.4222	1
Cell4929	Fibroblast	0.8901	0.3219	1
Cell4930	Fibroblast	0.8682	0.9922	1
Cell4931	Fibroblast	0.8388	0.7557	1
Cell4932	Endothelial cell	0.8494	0.5743	1
Cell4933	Fibroblast	0.5694	0.8526	1
Cell4934	Epithelial cell	0.8506	0.3471	1
Cell4935	Adipocyte	0.676	0.5531	1
Cell4936	Muscle	0.8424	0.4652	1
Cell4937	Adipocyte	0.9362	0.5139	1
Cell4938	Immune (myeloid)	0.6418	0.7095	1
Cell4939	Adipocyte	0.5642	0.2873	1
Cell4940	Endothelial cell	0.9646	0.1696	1
Cell4941	Epithelial cell	0.9877	0.5473	1
Cell4942	Epithelial cell	0.9356	0.5903	1
Cell4943	Immune (myeloid)	0.8876	0.3609	1
Cell4944	Adipocyte	0.8513	0.2984	1
Cell4945	Adipocyte	0.6263	0.3338	1
Cell4946	Fibroblast	0.7065	0.1147	1
Cell4947	Adipocyte	0.8447	0.6442	1
Cell4948	Adipocyte	0.6136	0.1621	1
Cell4949	Endothelial cell	0.7692	0.1496	1
Cell4950	Adipocyte	0.7093	0.1878	1
Cell4951	Adipocyte	0.7567	0.1307	1
Cell4952	Fibroblast	0.8859	0.109	1
Cell4953	Endothelial cell	0.9437	0.5393	1
Cell4954	Adipocyte	0.8852	0.9071	1
Cell4955	Adipocyte	0.9995	0.0097	1
Cell4956	Adipocyte	0.9063	0.9219	1
Cell4957	Fibroblast	0.8075	0.3841	1
Cell4958	Fibroblast	0.9098	0.8983	1
Cell4959	Fibroblast	0.5068	0.7657	1
Cell4960	Endothelial cell	0.9295	0.4633	1
Cell4961	Adipocyte	0.6316	0.7298	1
Cell4962	Endothelial cell	0.9127	0.3787	1
Cell4963	Adipocyte	0.9924	0.9332	1
Cell4964	Adipocyte	0.6525	0.1398	1
Cell4965	Immune (myeloid)	0.6025	0.5324	1
Cell4966	Adipocyte	0.659	0.079	1
Cell4967	Adipocyte	0.8754	0.1651	1
Cell4968	Epithelial cell	0.8684	0.1529	1
Cell4969	Epithelial cell	0.7311	0.6258	1
Cell4970	Adipocyte	0.6139	0.1196	1
Cell4971	Fibroblast	0.8322	0.351	1
Cell4972	Adipocyte	0.8186	0.5739	1
Cell4973	Endothelial cell	0.5663	0.7079	1
Cell4974	Adipocyte	0.6657	0.1147	1
Cell4975	Endothelial cell	0.9373	0.1876	1
Cell4976	Adipocyte	0.6282	0.253	1
Cell4977	Adipocyte	0.962	0.7117	1
Cell4978	Immune (myeloid)	0.6357	0.1617	1
Cell4979	Endothelial cell	0.9614	0.2951	1
Cell4980	Adipocyte	0.5911	0.3269	1
Cell4981	Adipocyte	0.6538	0.9356	1
Cell4982	Muscle	0.8326	0.7176	1
Cell4983	Epithelial cell	0.8282	0.475	1
Cell4984	Adipocyte	0.7316	0.9445	1
Cell4985	Adipocyte	0.7554	0.5441	1
Cell4986	Epithelial cell	0.6444	0.2112	1
Cell4987	Fibroblast	0.9983	0.9726	1
Cell4988	Adipocyte	0.7841	0.1172	1
Cell4989	Endothelial cell	0.7101	0.9462	1
Cell4990	Adipocyte	0.5215	0.856	1
Cell4991	Epithelial cell	0.6768	0.4385	1
Cell4992	Endothelial cell	0.6666	0.0104	1
Cell4993	Adipocyte	0.6391	0.9883	1
Cell4994	Fibroblast	0.6125	0.5058	1
Cell4995	Immune (myeloid)	0.7925	0.216	1
Cell4996	Endothelial cell	0.6291	0.7199	1
Cell4997	Epithelial cell	0.6864	0.784	1
Cell4998	Fibroblast	0.5591	0.7038	1
Cell4999	Fibroblast	0.8993	0.1585	1
Cell5000	Epithelial cell	0.5765	0.0905	1
Cell5001	Adipocyte	0.5757	0.5541	1
Cell5002	Adipocyte	0.9132	0.9343	1
Cell5003	Adipocyte	0.6699	0.2364	1
Cell5004	Endothelial cell	0.7612	0.8774	1
Cell5005	Adipocyte	0.884	0.3989	1
Cell5006	Adipocyte	0.8869	0.9014	1
Cell5007	Epithelial cell	0.5038	0.795	1
Cell5008	Endothelial cell	0.8921	0.7843	1
Cell5009	Epithelial cell	0.8576	0.0717	1
Cell5010	Epithelial cell	0.9722	0.4781	1
Cell5011	Epithelial cell	0.9396	0.6299	1
Cell5012	Epithelial cell	0.6747	0.1003	1
Cell5013	Endothelial cell	0.7342	0.8777	1
Cell5014	Endothelial cell	0.77	0.9522	1
Cell5015	Epithelial cell	0.5503	0.3599	1
Cell5016	Epithelial cell	0.8889	0.7805	1
Cell5017	Epithelial cell	0.5233	0.0983	1
Cell5018	Epithelial cell	0.4743	0.0197	1
Cell5019	Epithelial cell	0.6522	0.0343	1
Cell5020	Epithelial cell	0.6467	0.6991	1
Cell5021	Fibroblast	0.9601	0.3723	1
Cell5022	Adipocyte	0.4733	0.1335	1
Cell5023	Fibroblast	0.8717	0.2859	1
Cell5024	Fibroblast	0.6689	0.9681	1
Cell5025	Adipocyte	0.8464	0.4518	1
Cell5026	Epithelial cell	0.7561	0.8567	1
Cell5027	Adipocyte	0.8341	0.8453	1
Cell5028	Epithelial cell	0.4972	0.0947	1
Cell5029	Adipocyte	0.6516	0.9867	1
Cell5030	Fibroblast	0.9507	0.0386	1
Cell5031	Adipocyte	0.8152	0.1397	1
Cell5032	Epithelial cell	0.946	0.3485	1
Cell5033	Epithelial cell	0.5684	0.7513	1
Cell5034	Adipocyte	0.9668	0.1572	1
Cell5035	Adipocyte	0.9739	0.0936	1
Cell5036	Epithelial cell	0.7982	0.7376	1
Cell5037	Epithelial cell	0.7052	0.8775	1
Cell5038	Epithelial cell	0.6132	0.3852	1
Cell5039	Adipocyte	0.5681	0.0704	1
Cell5040	Epithelial cell	0.8886	0.6662	1
Cell5041	Epithelial cell	0.937	0.405	1
Cell5042	Adipocyte	0.5627	0.5013	1
Cell5043	Adipocyte	0.5028	0.0664	1
Cell5044	Epithelial cell	0.5706	0.0583	1
Cell5045	Fibroblast	0.964	0.0166	1
Cell5046	Endothelial cell	0.5583	0.7081	1
Cell5047	Adipocyte	0.9281	0.1893	1
Cell5048	Immune (myeloid)	0.5964	0.1423	1
Cell5049	Fibroblast	0.6243	0.1001	1
Cell5050	Epithelial cell	0.6722	0.1873	1
Cell5051	Fibroblast	0.5941	0.1306	1
Cell5052	Epithelial cell	0.6704	0.1636	1
Cell5053	Adipocyte	0.4719	0.776	1
Cell5054	Adipocyte	0.6745	0.7748	1
Cell5055	Adipocyte	0.7649	0.3741	1
Cell5056	Immune (myeloid)	0.9452	0.2971	1
Cell5057	Epithelial cell	0.5212	0.1528	1
Cell5058	Epithelial cell	0.9468	0.3671	1
Cell5059	Adipocyte	0.9703	0.1871	1
Cell5060	Endothelial cell	0.5767	0.9622	1
Cell5061	Epithelial cell	0.6178	0.8574	1
Cell5062	Epithelial cell	0.6533	0.8672	1
Cell5063	Epithelial cell	0.9517	1e-4	1
Cell5064	Adipocyte	0.6498	0.7141	1
Cell5065	Adipocyte	0.6392	0.5507	1
Cell5066	Adipocyte	0.9492	0.5777	1
Cell5067	Adipocyte	0.5114	0.7391	1
Cell5068	Adipocyte	0.792	0.8929	1
Cell5069	Fibroblast	0.9426	0.9287	1
Cell5070	Epithelial cell	0.6219	0.1503	1
Cell5071	Adipocyte	0.9284	0.3697	1
Cell5072	Endothelial cell	0.575	0.1186	1
Cell5073	Adipocyte	0.998	0.4458	1
Cell5074	Fibroblast	0.997	0.7575	1
Cell5075	Epithelial cell	0.7661	0.9812	1
Cell5076	Adipocyte	0.724	0.9727	1
Cell5077	Adipocyte	0.96	0.7336	1
Cell5078	Muscle	0.9099	0.3178	1
Cell5079	Muscle	0.5045	0.9435	1
Cell5080	Epithelial cell	0.6533	0.4928	1
Cell5081	Muscle	0.7067	0.5598	1
Cell5082	Adipocyte	0.8869	0.1242	1
Cell5083	Immune (myeloid)	0.7947	0.0287	1
Cell5084	Epithelial cell	0.7281	0.2275	1
Cell5085	Epithelial cell	0.6173	0.3457	1
Cell5086	Fibroblast	0.6413	0.8861	1
Cell5087	Fibroblast	0.5877	0.0299	1
Cell5088	Adipocyte	0.612	0.3208	1
Cell5089	Epithelial cell	0.7625	0.3392	1
Cell5090	Adipocyte	0.7642	0.9008	1
Cell5091	Endothelial cell	0.6996	0.422	1
Cell5092	Epithelial cell	0.9714	0.3107	1
Cell5093	Epithelial cell	0.985	0.3936	1
Cell5094	Fibroblast	0.7292	0.1497	1
Cell5095	Epithelial cell	0.7174	0.2663	1
Cell5096	Fibroblast	0.6392	0.2175	1
Cell5097	Endothelial cell	0.7055	0.6038	1
Cell5098	Epithelial cell	0.4748	0.0286	1
Cell5099	Epithelial cell	0.8871	0.2659	1
Cell5100	Epithelial cell	0.9657	0.2932	1
Cell5101	Endothelial cell	0.8528	0.5304	1
Cell5102	Epithelial cell	0.0248	0.8861	2
Cell5103	Adipocyte	0.1124	0.1144	2
Cell5104	Epithelial cell	0.2346	0.2023	2
Cell5105	Endothelial cell	0.0991	0.2064	2
Cell5106	Adipocyte	0.0948	9e-4	2
Cell5107	Endothelial cell	0.2002	0.723	2
Cell5108	Fibroblast	0.4702	0.7037	2
Cell5109	Epithelial cell	0.1076	0.1736	2
Cell5110	Fibroblast	0.5333	0.4186	2
Cell5111	Adipocyte	0.4309	0.7358	2
Cell5112	Fibroblast	0.4048	0.721	2
Cell5113	Fibroblast	0.4436	0.887	2
Cell5114	Fibroblast	0.4242	0.0296	2
Cell5115	Epithelial cell	0.3153	0.1378	2
Cell5116	Adipocyte	0.3442	0.7507	2
Cell5117	Epithelial cell	0.155	0.4086	2
Cell5118	Endothelial cell	0.0632	0.7927	2
Cell5119	Epithelial cell	0.4166	0.9955	2
Cell5120	Epithelial cell	0.2367	0.8411	2
Cell5121	Adipocyte	0.4841	0.4318	2
Cell5122	Muscle	0.1627	0.4105	2
Cell5123	Epithelial cell	0.4342	0.8962	2
Cell5124	Fibroblast	0.163	0.4662	2
Cell5125	Adipocyte	0.4332	0.86	2
Cell5126	Epithelial cell	0.2004	0.2741	2
Cell5127	Adipocyte	0.2334	0.5835	2
Cell5128	Epithelial cell	0.295	0.2748	2
Cell5129	Muscle	0.332	0.4661	2
Cell5130	Epithelial cell	0.0268	0.1507	2
Cell5131	Epithelial cell	0.3622	0.9672	2
Cell5132	Adipocyte	0.2045	0.1915	2
Cell5133	Epithelial cell	0.1937	0.2967	2
Cell5134	Epithelial cell	0.5455	0.4474	2
Cell5135	Epithelial cell	0.2972	0.1116	2
Cell5136	Fibroblast	0.1343	0.5348	2
Cell5137	Adipocyte	0.5149	0.3654	2
Cell5138	Fibroblast	0.4002	0.041	2
Cell5139	Fibroblast	0.2352	0.3697	2
Cell5140	Fibroblast	0.1308	0.9719	2
Cell5141	Epithelial cell	0.5166	0.3956	2
Cell5142	Adipocyte	0.1988	0.6752	2
Cell5143	Endothelial cell	0.3643	0.1521	2
Cell5144	Epithelial cell	0.0648	0.4289	2
Cell5145	Adipocyte	0.0717	0.0307	2
Cell5146	Adipocyte	0.0911	0.0236	2
Cell5147	Endothelial cell	0.2359	0.3326	2
Cell5148	Fibroblast	0.2265	0.4449	2
Cell5149	Epithelial cell	0.1933	0.8358	2
Cell5150	Epithelial cell	0.172	0.0143	2
Cell5151	Endothelial cell	0.2455	0.6228	2
Cell5152	Epithelial cell	0.3271	0.2787	2
Cell5153	Adipocyte	0.2961	0.7294	2
Cell5154	Adipocyte	0.4283	0.5409	2
Cell5155	Immune (myeloid)	0.2929	0.8399	2
Cell5156	Endothelial cell	0.1067	0.0739	2
Cell5157	Epithelial cell	0.2234	0.0991	2
Cell5158	Adipocyte	0.3872	0.8559	2
Cell5159	Epithelial cell	0.0894	0.2766	2
Cell5160	Epithelial cell	0.1774	0.924	2
Cell5161	Adipocyte	0.0881	0.3862	2
Cell5162	Adipocyte	0.4446	0.5746	2
Cell5163	Adipocyte	0.1735	0.5385	2
Cell5164	Epithelial cell	0.1467	0.7486	2
Cell5165	Muscle	0.0878	0.6928	2
Cell5166	Epithelial cell	0.2083	0.6127	2
Cell5167	Adipocyte	0.0252	0.6204	2
Cell5168	Immune (myeloid)	0.0401	0.64	2
Cell5169	Endothelial cell	0.3072	0.2686	2
Cell5170	Adipocyte	0.1828	0.8208	2
Cell5171	Endothelial cell	0.4497	0.4882	2
Cell5172	Epithelial cell	0.0481	0.5026	2
Cell5173	Epithelial cell	0.0208	0.6116	2
Cell5174	Epithelial cell	0.1433	0.4653	2
Cell5175	Adipocyte	0.084	0.3153	2
Cell5176	Adipocyte	0.0312	0.5836	2
Cell5177	Epithelial cell	0.2821	0.5535	2
Cell5178	Adipocyte	0.3573	0.2923	2
Cell5179	Epithelial cell	0.2064	0.545	2
Cell5180	Epithelial cell	0.345	0.2943	2
Cell5181	Endothelial cell	0.1008	0.6387	2
Cell5182	Adipocyte	0.3857	0.9038	2
Cell5183	Endothelial cell	0.4345	0.2227	2
Cell5184	Epithelial cell	0.4017	0.5058	2
Cell5185	Epithelial cell	0.3436	0.4423	2
Cell5186	Adipocyte	0.1846	0.7401	2
Cell5187	Immune (myeloid)	0.1179	0.9485	2
Cell5188	Adipocyte	0.4958	0.3826	2
Cell5189	Adipocyte	0.4052	0.0249	2
Cell5190	Epithelial cell	0.2102	0.0477	2
Cell5191	Fibroblast	0.4533	0.4162	2
Cell5192	Fibroblast	0.3568	0.033	2
Cell5193	Adipocyte	0.3002	0.3667	2
Cell5194	Adipocyte	0.4338	0.0979	2
Cell5195	Epithelial cell	0.037	0.4423	2
Cell5196	Endothelial cell	0.4059	0.4338	2
Cell5197	Adipocyte	0.4212	0.0579	2
Cell5198	Adipocyte	0.3567	0.2688	2
Cell5199	Adipocyte	0.1696	0.8446	2
Cell5200	Adipocyte	0.2968	0.4175	2
Cell5201	Epithelial cell	0.1038	0.1043	2
Cell5202	Endothelial cell	0.047	0.571	2
Cell5203	Fibroblast	0.2784	0.9866	2
Cell5204	Fibroblast	0.0507	0.4112	2
Cell5205	Epithelial cell	0.3473	0.4489	2
Cell5206	Fibroblast	0.1679	0.3189	2
Cell5207	Endothelial cell	0.0592	0.7572	2
Cell5208	Epithelial cell	0.4482	0.829	2
Cell5209	Fibroblast	0.475	0.679	2
Cell5210	Immune (myeloid)	0.0583	0.827	2
Cell5211	Adipocyte	0.2231	0.6562	2
Cell5212	Adipocyte	0.2658	0.3731	2
Cell5213	Epithelial cell	0.1535	0.1137	2
Cell5214	Epithelial cell	0.3725	0.2751	2
Cell5215	Adipocyte	0.3046	0.9492	2
Cell5216	Epithelial cell	0.3973	0.6474	2
Cell5217	Epithelial cell	0.1187	0.9362	2
Cell5218	Epithelial cell	0.2854	0.6351	2
Cell5219	Endothelial cell	0.1743	0.9549	2
Cell5220	Epithelial cell	0.3983	0.9474	2
Cell5221	Adipocyte	0.0135	0.5158	2
Cell5222	Epithelial cell	0.3847	0.4822	2
Cell5223	Epithelial cell	0.3361	0.489	2
Cell5224	Fibroblast	0.3453	0.7895	2
Cell5225	Adipocyte	0.2452	0.8264	2
Cell5226	Adipocyte	0.1447	0.5046	2
Cell5227	Epithelial cell	0.2363	0.3349	2
Cell5228	Epithelial cell	0.099	0.8486	2
Cell5229	Adipocyte	0.1477	0.5296	2
Cell5230	Adipocyte	0.0341	0.6455	2
Cell5231	Epithelial cell	0.0876	0.6665	2
Cell5232	Epithelial cell	0.1211	0.4718	2
Cell5233	Epithelial cell	0.4015	0.188	2
Cell5234	Epithelial cell	0.4187	0.4703	2
Cell5235	Fibroblast	0.4789	0.3066	2
Cell5236	Epithelial cell	0.2411	0.2383	2
Cell5237	Immune (myeloid)	0.5226	0.5271	2
Cell5238	Fibroblast	0.0691	0.904	2
Cell5239	Adipocyte	0.5486	0.3691	2
Cell5240	Adipocyte	0.0705	0.8254	2
Cell5241	Epithelial cell	0.0136	0.8899	2
Cell5242	Fibroblast	0.4021	0.7032	2
Cell5243	Adipocyte	0.2392	0.6764	2
Cell5244	Epithelial cell	0.0988	0.6482	2
Cell5245	Endothelial cell	0.2222	0.0419	2
Cell5246	Epithelial cell	0.0512	0.6034	2
Cell5247	Epithelial cell	0.302	0.6719	2
Cell5248	Adipocyte	0.2668	0.9198	2
Cell5249	Epithelial cell	0.0694	0.5799	2
Cell5250	Adipocyte	0.4135	0.1104	2
Cell5251	Adipocyte	0.3331	0.7971	2
Cell5252	Epithelial cell	0.0356	0.9389	2
Cell5253	Adipocyte	0.1842	0.7797	2
Cell5254	Adipocyte	0.0294	0.0548	2
Cell5255	Adipocyte	0.4664	0.6866	2
Cell5256	Epithelial cell	0.2349	0.6399	2
Cell5257	Epithelial cell	0.153	0.3356	2
Cell5258	Epithelial cell	0.4331	0.1454	2
Cell5259	Epithelial cell	0.207	0.3251	2
Cell5260	Endothelial cell	0.0798	0.7647	2
Cell5261	Adipocyte	0.4383	0.3072	2
Cell5262	Immune (myeloid)	0.0597	0.5054	2
Cell5263	Endothelial cell	0.1101	0.3386	2
Cell5264	Endothelial cell	0.1721	0.4781	2
Cell5265	Adipocyte	0.3625	0.1202	2
Cell5266	Adipocyte	0.3582	0.3806	2
Cell5267	Epithelial cell	0.1792	0.0534	2
Cell5268	Adipocyte	0.2246	0.3566	2
Cell5269	Epithelial cell	0.1353	0.3798	2
Cell5270	Fibroblast	0.1646	0.0075	2
Cell5271	Immune (myeloid)	0.2468	0.4327	2
Cell5272	Adipocyte	0.0649	0.5337	2
Cell5273	Adipocyte	0.0141	0.5902	2
Cell5274	Epithelial cell	0.1603	0.3452	2
Cell5275	Immune (myeloid)	0.3264	0.2104	2
Cell5276	Epithelial cell	0.053900000000000003	0.6689	2
Cell5277	Adipocyte	0.0245	0.2888	2
Cell5278	Epithelial cell	0.0385	0.1399	2
Cell5279	Epithelial cell	0.245	0.5807	2
Cell5280	Fibroblast	0.2507	0.9794	2
Cell5281	Fibroblast	0.1656	0.6803	2
Cell5282	Epithelial cell	0.1752	0.7133	2
Cell5283	Adipocyte	0.2884	0.9633	2
Cell5284	Immune (myeloid)	0.1364	0.6229	2
Cell5285	Epithelial cell	0.4461	0.7835	2
Cell5286	Epithelial cell	0.1668	0.2034	2
Cell5287	Fibroblast	0.2784	0.6511	2
Cell5288	Epithelial cell	0.2702	0.3707	2
Cell5289	Adipocyte	0.3779	0.1601	2
Cell5290	Epithelial cell	0.1689	0.9163	2
Cell5291	Epithelial cell	0.2735	0.0021	2
Cell5292	Epithelial cell	0.2369	0.871	2
Cell5293	Epithelial cell	0.0108	0.8178	2
Cell5294	Fibroblast	0.2206	0.9154	2
Cell5295	Adipocyte	0.1077	0.6943	2
Cell5296	Epithelial cell	0.4232	0.3252	2
Cell5297	Adipocyte	0.255	0.848	2
Cell5298	Fibroblast	0.3039	0.4595	2
Cell5299	Adipocyte	0.0904	0.3558	2
Cell5300	Epithelial cell	0.101	0.0525	2
Cell5301	Adipocyte	0.4355	0.9795	2
