Cell	annotation	x.loc	y.loc
Cell1369	Others	9152.0994	-29.2716
Cell1370	Others	8900.9064	176.2482
Cell1371	Others	8850.9355	39.9749
Cell1372	Others	8891.8646	-54.0869
Cell1373	Others	8849.4761	286.101
Cell1374	Others	9103.4986	-54.3831
Cell1375	Others	8911.5521	94.2294
Cell1376	Others	8960.2731	-156.6675
Cell1377	Others	8887.5779	1.3662
Cell1378	Others	9194.2986	-98.6205
Cell1379	Others	8976.6398	-50.6502
Cell1380	Others	9029.2928	54.3069
Cell1381	Others	8848.1595	-20.2312
Cell1382	Others	8879.8429	-75.8845
Cell1383	Others	9000.9983	-146.323
Cell1384	Others	9274.1458	-190.7438
Cell1385	Others	9206.594	-104.9635
Cell1386	Others	8920.5181	106.5463
Cell1387	Others	9117.8979	-83.9182
Cell1388	Others	8953.5961	89.2522
Cell1389	Others	9026.8633	-77.2931
Cell1390	Others	9028.2228	19.244
Cell1391	Others	8919.7317	148.8873
Cell1392	Others	8846.6747	208.2701
Cell1393	Others	9034.7671	62.9494
Cell1394	Others	8975.4978	-54.5694
Cell1395	Others	8913.9217	224.6579
Cell1396	Others	8922.508	35.5523
Cell1397	Others	8826.7933	-19.6092
Cell1398	Others	8959.708	-55.5836
Cell1399	Others	9064.9796	24.0791
Cell1400	Others	8876.1284	51.7401
Cell1401	Others	9043.5014	-22.1389
Cell1402	Others	8939.9402	219.0469
Cell1403	Others	8913.2316	155.8926
Cell1404	Others	9019.6671	4.7104
Cell1405	Others	8997.1005	36.566
Cell1406	Others	8865.2386	307.668
Cell1407	Others	8959.2473	42.5554
Cell1408	Others	8786.5278	-71.5395
Cell1409	Others	8963.4408	-114.6575
Cell1410	Others	8844.684	103.1943
Cell1411	Others	9131.2709	-158.6186
Cell1412	Others	8938.1807	41.3148
Cell1413	Others	8952.6518	37.3041
Cell1414	Others	8871.701	64.3793
Cell1415	Others	8938.9653	191.0709
Cell1416	Others	8939.6973	92.414
Cell1417	Others	8743.704	457.3226
Cell1418	Others	8985.2005	2.9208
Cell1419	Others	8836.6455	335.1813
Cell1420	Others	8901.4061	-86.0757
Cell1421	Others	8926.2893	-60.8787
Cell1422	Others	8777.0269	347.5151
Cell1423	Others	8959.7411	87.0072
Cell1424	Others	9197.6602	-133.9143
Cell1425	Others	8950.7655	-2.4429
Cell1426	Others	8894.992	-156.4779
Cell1427	Others	8913.4436	104.6911
Cell1428	Others	8843.3858	-157.5837
Cell1429	Others	9122.3069	-98.0378
Cell1430	Others	8848.2626	221.0302
Cell1431	Others	8815.2503	-111.514
Cell1432	Others	9021.4599	-23.431
Cell1433	Others	8935.6965	-118.2303
Cell1434	Others	8745.6878	421.8954
Cell1435	Others	8548.1948	701.5465
Cell1436	Others	8887.628	9.617
Cell1437	Others	8980.6117	-97.3665
Cell1438	Others	8867.263	-59.7435
Cell1439	Others	8930.2263	69.5187
Cell1440	Others	8885.4323	-169.8585
Cell1441	Others	8922.9154	36.6442
Cell1442	Others	8905.2117	91.3352
Cell1443	Others	8995.2227	110.8225
Cell1444	Others	8864.9805	163.7957
Cell1445	Others	8867.8606	297.7558
Cell1446	Others	9191.033	-71.4865
Cell1447	Others	9095.3881	-86.8928
Cell1448	Others	8963.1113	150.764
Cell1449	Others	8989.4337	106.0573
Cell1450	Others	8817.855	301.9745
Cell1451	Others	8843.4298	173.1787
Cell1452	Others	8944.5939	135.0898
Cell1453	Others	9276.6461	-176.541
Cell1454	Others	9210.2067	-136.197
Cell1455	Others	8950.2088	-63.7284
Cell1456	Others	8834.9174	-51.2061
Cell1457	Others	9176.3556	-80.8716
Cell1458	Others	8909.6615	220.9337
Cell1459	Others	9033.2702	-107.4791
Cell1460	Others	8811.6393	-41.2256
Cell1461	Others	9003.1527	5.0368
Cell1462	Others	8815.7939	144.4853
Cell1463	Others	9216.341	-106.7037
Cell1464	Others	8914.7899	-102.4027
Cell1465	Others	8863.9188	54.384
Cell1466	Others	9165.0654	-49.1908
Cell1467	Others	8831.3935	139.2917
Cell1468	Others	9091.3842	-50.6306
Cell1469	Others	8902.4608	-17.1794
Cell1470	Others	8898.4146	218.9384
Cell1471	Others	8846.3419	63.8779
Cell1472	Others	8948.2063	78.2069
Cell1473	Others	9088.6974	-44.124
Cell1474	Others	8990.639	-108.2785
Cell1475	Others	9084.5993	-163.2013
Cell1476	Others	8923.0243	202.3814
Cell1477	Others	9234.73	-144.0648
Cell1478	Others	8840.1112	196.2093
Cell1479	Others	9240.8227	-142.655
Cell1480	Others	8933.302	-2.142
Cell1481	Others	8872.6152	6.1055
Cell1482	Others	9090.2245	-127.0285
Cell1483	Others	9164.6351	-50.7715
Cell1484	Others	8803.8962	33.7744
Cell1485	Others	8906.8005	227.4925
Cell1486	Others	8927.8772	-81.2877
Cell1487	Others	9009.5068	17.889
Cell1488	Others	8867.0818	-25.1847
Cell1489	Others	9080.987	-23.0128
Cell1490	Others	8885.3926	63.6582
Cell1491	Others	8930.4557	28.5939
Cell1492	Others	8840.4381	61.4568
Cell1493	Others	8864.3171	313.4223
Cell1494	Others	8920.6112	81.575
Cell1495	Others	9035.4933	2.2205
Cell1496	Others	8945.7261	-81.8678
Cell1497	Others	8726.2897	434.7039
Cell1498	Others	8991.1401	18.9541
Cell1499	Others	8947.0571	-95.5807
Cell1500	Others	8924.6125	110.7039
Cell1501	Others	9263.2873	-156.6568
Cell1502	Others	8920.4995	58.1651
Cell1503	Others	9000.7032	36.6439
Cell1504	Others	9023.4459	104.5072
Cell1505	Others	8945.3791	66.3242
Cell1506	Others	8807.1011	29.6312
Cell1507	Others	8909.374	182.3773
Cell1508	Others	8932.6215	-43.3579
Cell1509	Others	8826.3485	-53.9228
Cell1510	Others	8909.2381	253.8202
Cell1511	Others	8898.0664	99.265
Cell1512	Others	8665.6996	555.4622
Cell1513	Others	8929.1019	165.9183
Cell1514	Others	9216.4587	-132.4319
Cell1515	Others	8907.0083	-56.2936
Cell1516	Others	9041.3555	-34.8509
Cell1517	Others	8844.1086	262.8542
Cell1518	Others	9093.6068	-108.5205
Cell1519	Others	8977.2592	116.3706
Cell1520	Others	8871.754	131.039
Cell1521	Others	8932.7445	-40.1414
Cell1522	Others	8836.5354	-142.5518
Cell1523	Others	8921.8685	116.8634
Cell1524	Others	8858.4754	75.0106
Cell1525	Others	8881.8283	43.7258
Cell1526	Others	8903.8147	44.008
Cell1527	Others	9039.3278	-55.356
Cell1528	Others	9093.6778	-33.8196
Cell1529	Others	8946.075	142.1039
Cell1530	Others	8913.0093	179.6466
Cell1531	Others	8860.1771	-44.2579
Cell1532	Others	8969.5041	42.3152
Cell1533	Others	9125.6266	-102.7741
Cell1534	Others	9025.7876	66.7976
Cell1535	Others	8921.6033	59.552
Cell1536	Others	8988.8578	4.2591
Cell1537	Others	8971.5701	6.9382
Cell1538	Others	8960.4643	71.081
Cell1539	Others	8904.0312	-23.9756
Cell1540	Others	8958.67	-71.9088
Cell1541	Others	8927.8205	74.074700000000007
Cell1542	Others	8987.5789	135.4159
Cell1543	Others	9043.0967	66.5825
Cell1544	Others	8888.6963	150.7734
Cell1545	Others	9023.4865	5.2946
Cell1546	Others	8850.3707	184.6359
Cell1547	Others	8845.9196	219.2925
Cell1548	Others	8816.9573	359.0179
Cell1549	Others	8912.7943	-50.6232
Cell1550	Others	8971.6224	19.9483
Cell1551	Others	8863.0648	-71.1424
Cell1552	Others	9029.552	27.4548
Cell1553	Others	8952.8816	63.9485
Cell1554	Others	8949.4202	32.9979
Cell1555	Others	9002.8113	-36.8774
Cell1556	Others	8828.7702	49.3585
Cell1557	Others	8919.0331	108.3649
Cell1558	Others	8985.5678	-98.8616
Cell1559	Others	8933.5039	32.9052
Cell1560	Others	8884.1759	292.2953
Cell1561	Others	8937.1965	108.7623
Cell1562	Others	8995.8032	-120.5027
Cell1563	Others	9038.541	-14.5059
Cell1564	Others	8910.8065	32.5805
Cell1565	Others	8954.95	-96.8601
Cell1566	Others	8840.2874	72.4473
Cell1567	Others	9062.8725	-42.4238
Cell1568	Others	8825.6994	265.6022
Cell1569	Others	8907.4668	35.7588
Cell1570	Others	8846.1452	284.8207
Cell1571	Others	9273.9974	-171.2051
Cell1572	Others	9233.4066	-167.0805
Cell1573	Others	9052.1141	18.1111
Cell1574	Others	9013.5847	99.9282
Cell1575	Others	8948.4524	116.3844
Cell1576	Others	8969.0772	102.9044
Cell1577	Others	8934.7889	107.043
Cell1578	Others	8994.2788	-113.9953
Cell1579	Others	8892.5296	21.9026
Cell1580	Others	8904.3337	193.6413
Cell1581	Others	9069.5639	30.175
Cell1582	Others	8966.454	2.1558
Cell1583	Others	8954.7915	195.1125
Cell1584	Others	8956.1881	133.3334
Cell1585	Others	8754.2832	406.5941
Cell1586	Others	8915.2147	-34.6572
Cell1587	Others	9052.8134	31.4924
Cell1588	Others	8938.0347	79.47
Cell1589	Others	8837.5703	-90.3681
Cell1590	Others	9231.1851	-145.089
Cell1591	Others	9196.5369	-161.8158
Cell1592	Others	8860.0356	253.2364
Cell1593	Others	8864.2195	297.7738
Cell1594	Others	8951.7064	-42.4525
Cell1595	Others	9197.7212	-104.2852
Cell1596	Others	8917.663	176.2239
Cell1597	Others	8877.2126	170.4515
Cell1598	Others	9031.8666	-96.7418
Cell1599	Others	8887.9096	68.2671
Cell1600	Others	8840.9031	41.8072
Cell1601	Others	9247.8678	-156.5963
Cell1602	Others	9094.2467	-75.9091
Cell1603	Others	8956.4975	-42.4865
Cell1604	Others	8911.8325	85.7387
Cell1605	Others	8976.4473	35.9669
Cell1606	Others	8976.6784	-27.738
Cell1607	Others	8978.4521	121.2546
Cell1608	Others	8877.127	-61.7407
Cell1609	Others	8864.8235	-77.1898
Cell1610	Others	8857.7576	39.3238
Cell1611	Others	8967.9228	-97.912
Cell1612	Others	8937.8652	64.929
Cell1613	Others	8977.6794	46.4639
Cell1614	Others	8891.7334	39.5357
Cell1615	Others	8884.5958	-7.9084
Cell1616	Others	8892.305	-39.1815
Cell1617	Others	8940.0717	79.0802
Cell1618	Others	8985.1308	-27.7632
Cell1619	Others	8863.2273	226.2704
Cell1620	Others	9065.0405	19.8645
Cell1621	Others	9087.9211	-71.8329
Cell1622	Others	9023.3467	-71.6937
Cell1623	Others	8981.6016	45.9188
Cell1624	Others	8979.5199	-62.1743
Cell1625	Others	8973.183	-10.5963
Cell1626	Others	8918.542	-130.8061
Cell1627	Others	8928.4038	-68.9711
Cell1628	Others	9081.3103	-32.4262
Cell1629	Others	8894.0259	271.2069
Cell1630	Others	9047.5613	-81.3446
Cell1631	Others	9050.628	-81.5573
Cell1632	Others	8945.3461	21.5284
Cell1633	Others	8981.036	71.6213
Cell1634	Others	8995.2531	73.409
Cell1635	Others	8974.4987	-8.949
Cell1636	Others	8972.3747	-25.8998
Cell1637	Others	8899.8823	90.9424
Cell1638	Others	8996.5418	32.3123
Cell1639	Others	8898.7476	-24.0002
Cell1640	Others	8855.4199	-48.7326
Cell1641	Others	9092.4976	-88.6716
Cell1642	Others	8820.2927	132.8769
Cell1643	Others	8952.4163	-49.2546
Cell1644	Others	8878.8143	-93.2239
Cell1645	Others	8919.7474	163.3216
Cell1646	Others	8916.8861	16.3808
Cell1647	Others	9009.4607	38.5323
Cell1648	Others	9031.0031	-49.8215
Cell1649	Others	8983.563	-18.8726
Cell1650	Others	8941.5017	54.9598
Cell1651	Others	9053.9568	29.2359
Cell1652	Others	8909.6938	-18.0108
Cell1653	Others	9245.8546	-168.0798
Cell1654	Others	8813.4043	5.2055
Cell1655	Others	8992.5874	-89.5149
Cell1656	Others	8871.1701	-147.517
Cell1657	Others	9024.2909	-86.3448
Cell1658	Others	8936.7111	-129.6629
Cell1659	Others	8916.767	134.9814
Cell1660	Others	9065.7888	39.1519
Cell1661	Others	8881.5015	-100.2047
Cell1662	Others	9267.3453	-177.4027
Cell1663	Others	8911.581	-39.4956
Cell1664	Others	8992.5275	5.4141
Cell1665	Others	8853.367	45.9674
Cell1666	Others	8834.073	198.0088
Cell1667	Others	9006.9903	125.3594
Cell1668	Others	9250.2506	-144.5751
Cell1669	Others	8867.234	57.1
Cell1670	Others	8877.9164	26.938
Cell1671	Others	8800.3734	241.6122
Cell1672	Others	8824.4908	97.3588
Cell1673	Others	8960.4056	-52.2798
Cell1674	Others	8911.6779	46.1296
Cell1675	Others	8860.7089	156.4896
Cell1676	Others	8963.0993	21.324
Cell1677	Others	8874.9277	114.9701
Cell1678	Others	8907.313	133.7751
Cell1679	Others	8891.5792	173.9962
Cell1680	Others	8889.5312	-112.8862
Cell1681	Others	8991.4101	-119.7071
Cell1682	Others	9211.9907	-120.9929
Cell1683	Others	8949.4198	57.4746
Cell1684	Others	8796.8668	37.4163
Cell1685	Others	8895.4274	229.2457
Cell1686	Others	8949.2675	27.7388
Cell1687	Others	8870.2118	-6.6821
Cell1688	Others	9051.2745	-48.9149
Cell1689	Others	9107.5142	-43.6128
Cell1690	Others	8981.6843	45.9377
Cell1691	Others	8980.7594	0.0608
Cell1692	Others	9157.7349	-121.4183
Cell1693	Others	8951.8198	17.8958
Cell1694	Others	8964.3244	50.2124
Cell1695	Others	8840.5597	288.8744
Cell1696	Others	8891.9567	12.4225
Cell1697	Others	8894.0757	274.3382
Cell1698	Others	8976.6126	88.1308
Cell1699	Others	8961.057	89.8337
Cell1700	Others	8918.7416	-72.2166
Cell1701	Others	8777.0157	-32.4058
Cell1702	Others	8968.1645	-124.2264
Cell1703	Others	9099.416	-46.322
Cell1704	Others	9045.3049	17.787
Cell1705	Others	8907.4567	-84.8124
Cell1706	Others	8885.4062	105.0794
Cell1707	Others	9109.6291	-127.105
Cell1708	Others	8958.5138	11.0495
Cell1709	Others	8817.0382	182.718
Cell1710	Others	9129.2588	-58.9852
Cell1711	Others	8893.1649	7.9765
Cell1712	Others	8819.2521	255.1654
Cell1713	Others	8929.0686	-64.1384
Cell1714	Others	9023.8197	103.3067
Cell1715	Others	9090.6436	17.3745
Cell1716	Others	9199.6462	-166.3542
Cell1717	Others	8795.5163	356.3405
Cell1718	Others	8833.1956	55.16
Cell1719	Others	9067.2486	-86.8136
Cell1720	Others	9077.6289	-61.5324
Cell1721	Others	9020.1199	-87.363
Cell1722	Others	9106.8392	-17.5985
Cell1723	Others	8979.6308	-22.6472
Cell1724	Others	8923.5299	142.0938
Cell1725	Others	8952.1407	121.9423
Cell1726	Others	8864.1009	-83.5269
Cell1727	Others	8870.1421	-136.3105
Cell1728	Others	8839.7935	201.5955
Cell1729	Others	8624.535	599.4234
Cell1730	Others	8852.3675	90.0372
Cell1731	Others	9249.7519	-168.4819
Cell1732	Others	8831.1077	41.3437
Cell1733	Others	9184.5655	-70.0838
Cell1734	Others	8916.094	154.0575
Cell1735	Others	8858.3043	120.5998
Cell1736	Others	8979.0289	-4.8462
Cell1737	Others	8915.163	-58.5148
Cell1738	Others	8938.7764	-15.4229
Cell1739	Others	9083.5901	-164.4342
Cell1740	Others	8890.2317	69.6475
Cell1741	Others	8908.511	114.8334
Cell1742	Others	8977.0258	-41.6262
Cell1743	Others	8838.8083	234.8411
Cell1744	Others	8891.3008	-36.2881
Cell1745	Others	8927.1549	4.491
Cell1746	Others	9119.219	9.8884
Cell1747	Others	8934.5513	89.8939
Cell1748	Others	8871.7008	155.0927
Cell1749	Others	8889.4958	20.5592
Cell1750	Others	8995.1687	76.667
Cell1751	Others	8960.8438	64.3405
Cell1752	Others	8906.242	-156.5036
Cell1753	Others	9199.0727	-166.5951
Cell1754	Others	9039.1408	26.1171
Cell1755	Others	8840.5149	302.7376
Cell1756	Others	8944.6727	-130.7326
Cell1757	Others	9150.4609	-103.5458
Cell1758	Others	8803.0225	246.0548
Cell1759	Others	8917.6391	47.9334
Cell1760	Others	9105.3063	-1.8945
Cell1761	Others	9002.768	50.8754
Cell1762	Others	8972.4831	-26.8755
Cell1763	Others	8824.2664	-34.0339
Cell1764	Others	9062.0327	-105.9948
Cell1765	Others	8861.9109	68.6071
Cell1766	Others	8952.6224	-50.707
Cell1767	Others	8938.7663	107.0602
Cell1768	Others	9009.7695	-14.9936
Cell1769	Others	8942.0348	111.6201
Cell1770	Others	8886.5586	-26.7441
Cell1771	Others	8906.7482	35.3097
Cell1772	Others	9253.9445	-180.3796
Cell1773	Others	8799.1587	369.8027
Cell1774	Others	8924.1831	26.2275
Cell1775	Others	8985.7785	-17.1287
Cell1776	Others	8878.0621	235.7627
Cell1777	Others	9070.6774	5.1233
Cell1778	Others	8927.9952	79.1436
Cell1779	Others	8926.9236	-52.1824
Cell1780	Others	8997.9209	126.3136
Cell1781	Others	8998.6477	5.0991
Cell1782	Others	8849.9344	82.8057
Cell1783	Others	9018.1205	25.6307
Cell1784	Others	9009.6056	5.1674
Cell1785	Others	8904.9926	217.0468
Cell1786	Others	8890.1597	-39.7711
Cell1787	Others	8954.0667	-115.7391
Cell1788	Others	8895.0512	-133.5003
Cell1789	Others	8935.792	60.7008
Cell1790	Others	8954.4453	3.5127
Cell1791	Others	8815.9724	62.0559
Cell1792	Others	8863.548	70.8126
Cell1793	Others	8935.5954	135.2979
Cell1794	Others	9092.4185	-52.9148
Cell1795	Others	8915.5222	-91.7747
Cell1796	Others	8999.0879	44.9393
Cell1797	Others	8856.0838	327.8239
Cell1798	Others	9020.532	-68.4049
Cell1799	Others	9144.1824	-78.9452
Cell1800	Others	9037.0273	-10.8217
Cell1801	Others	8905.4355	15.279
Cell1802	Others	8875.3345	126.206
Cell1803	Others	9000.1346	11.0233
Cell1804	Others	8899.3966	2.327
Cell1805	Others	9099.6065	-64.1957
Cell1806	Others	8991.9175	-111.7495
Cell1807	Others	8873.9747	-36.9051
Cell1808	Others	8879.1472	-39.7323
Cell1809	Others	8968.2004	125.73
Cell1810	Others	8931.6103	-131.4318
Cell1811	Others	8960.9117	3.9183
Cell1812	Others	8849.4958	168.0236
Cell1813	Others	9169.2477	-137.4299
Cell1814	Others	8921.7256	-45.2243
Cell1815	Others	8926.1451	143.7052
Cell1816	Others	8840.6232	233.1347
Cell1817	Others	8853.2334	92.0902
Cell1818	Others	9176.0754	-116.2372
Cell1819	Others	9162.184	-73.3646
Cell1820	Others	8933.8646	78.1872
Cell1821	Others	8985.6956	30.0629
Cell1822	Others	8989.5951	17.7249
Cell1823	Others	9000.7526	6.2011
Cell1824	Others	8838.8474	272.351
Cell1825	Others	8880.0367	49.0782
Cell1826	Others	8997.9422	-90.0946
Cell1827	Others	8997.8183	-63.458
Cell1828	Others	8942.9389	-105.4614
Cell1829	Others	9032.3101	9.5266
Cell1830	Others	8864.9242	18.1087
Cell1831	Others	8940.8171	4.5518
Cell1832	Others	8863.8849	129.3898
Cell1833	Others	9119.7868	-59.4911
Cell1834	Others	8845.3509	68.7874
Cell1835	Others	9162.536	-48.2596
Cell1836	Others	8979.584	16.6883
Cell1837	Others	8874.251	108.9496
Cell1838	Others	8806.1738	379.4097
Cell1839	Others	8956.6937	201.3929
Cell1840	Others	8860.3964	38.9473
Cell1841	Others	8902.3387	266.8535
Cell1842	Others	8795.6327	140.6899
Cell1843	Others	8930.0865	-130.4049
Cell1844	Others	8938.4082	2.1654
Cell1845	Others	8972.4196	-19.4021
Cell1846	Others	9014.4715	-23.264
Cell1847	Others	9086.2982	38.4801
Cell1848	Others	8844.8123	-126.9178
Cell1849	Others	8892.8919	87.9884
Cell1850	Others	8985.2174	-104.9374
Cell1851	Others	8985.7443	168.7292
Cell1852	Others	8940.0061	17.112
Cell1853	Others	9009.5608	22.8
Cell1854	Others	8876.7835	-27.7341
Cell1855	Others	8901.6004	-110.2551
Cell1856	Others	8890.6796	33.5016
Cell1857	Others	8918.9045	108.1019
Cell1858	Others	8926.0006	72.6871
Cell1859	Others	8903.4056	103.8407
Cell1860	Others	9266.2274	-170.465
Cell1861	Others	8790.5249	-90.1821
Cell1862	Others	8956.8793	50.0795
Cell1863	Others	8866.7762	-136.9189
Cell1864	Others	8794.2683	86.061
Cell1865	Others	8882.5251	128.2868
Cell1866	Others	9048.0502	-63.7574
Cell1867	Others	8871.0726	231.4581
Cell1868	Others	9005.8297	7.1633
Cell1869	Others	8757.4339	431.1974
Cell1870	Others	8860.0926	135.1692
Cell1871	Others	8909.7435	168.91
Cell1872	Others	8998.9516	0.6624
Cell1873	Others	9038.33	-57.7856
Cell1874	Others	8984.6493	128.2645
Cell1875	Others	8840.4348	112.3942
Cell1876	Others	8816.6313	83.8907
Cell1877	Others	9079.6134	-103.63
Cell1878	Others	8904.9117	12.2822
Cell1879	Others	8951.5754	-64.8002
Cell1880	Others	8789.1896	101.6631
Cell1881	Others	8861.9672	37.5256
Cell1882	Others	9097.5194	-27.2673
Cell1883	Others	8994.3385	-62.1495
Cell1884	Others	9024.479	54.0133
Cell1885	Others	9043.473	-51.9173
Cell1886	Others	8996.3643	-58.0331
Cell1887	Others	8912.9177	77.4779
Cell1888	Others	8827.3407	206.4237
Cell1889	Others	8898.7452	3.696
Cell1890	Others	9146.4566	-134.1818
Cell1891	Others	8871.185	-98.3002
Cell1892	Others	8801.8267	9.6685
Cell1893	Others	8942.4028	47.306
Cell1894	Others	8972.4069	-43.8092
Cell1895	Others	8878.7264	124.1351
Cell1896	Others	9022.6554	-93.542
Cell1897	Others	9020.8869	-82.5123
Cell1898	Others	8998.9764	59.9997
Cell1899	Others	9283.6386	-179.8192
Cell1900	Others	8918.1269	29.6459
Cell1901	Others	8938.4588	26.0886
Cell1902	Others	8954.2454	-32.4329
Cell1903	Others	8842.9329	-36.6561
Cell1904	Others	8916.3102	-124.2651
Cell1905	Others	9275.4579	-175.4589
Cell1906	Others	8917.6363	139.8906
Cell1907	Others	8930.2073	146.448
Cell1908	Others	9062.0458	-93.6082
Cell1909	Others	9061.0217	66.9954
Cell1910	Others	8969.9054	45.9076
Cell1911	Others	8982.8386	-36.0774
Cell1912	Others	8844.3292	-116.1324
Cell1913	Others	8932.1463	133.9753
Cell1914	Others	8934.2032	-170.6151
Cell1915	Others	8898.9492	4.5118
Cell1916	Others	8957.5722	71.7721
Cell1917	Others	8929.7147	117.7033
Cell1918	Others	8865.1301	38.2178
Cell1919	Others	8899.7733	188.3468
Cell1920	Others	8891.8085	175.8236
Cell1921	Others	8976.3639	-142.4002
Cell1922	Others	8855.5263	63.8395
Cell1923	Others	8939.8227	222.8672
Cell1924	Others	8956.4164	-68.5883
Cell1925	Others	8836.1027	346.9861
Cell1926	Others	8947.9577	162.2652
Cell1927	Others	8903.2509	-12.7228
Cell1928	Others	8858.6654	251.0873
Cell1929	Others	8952.2786	52.3743
Cell1930	Others	9150.1976	-102.2392
Cell1931	Others	8862.1443	210.9988
Cell1932	Others	9028.0268	-21.3421
Cell1933	Others	8943.497	-36.24
Cell1934	Others	8925.9517	-123.2438
Cell1935	Others	8847.0195	29.4412
Cell1936	Others	8888.9458	17.2523
Cell1937	Others	8862.1488	-30.2582
Cell1938	Others	8962.3035	96.3297
Cell1939	Others	9027.2957	-20.2371
Cell1940	Others	9113.5313	-75.9023
Cell1941	Others	9101.3356	-95.5262
Cell1942	Others	9081.4667	0.1682
Cell1943	Others	8945.9214	-5.241
Cell1944	Others	8816.3488	145.9655
Cell1945	Others	8759.498	435.0084
Cell1946	Others	8946.5662	166.3038
Cell1947	Others	9085.9349	-81.1864
Cell1948	Others	8903.429	-28.8629
Cell1949	Others	9067.5743	1.8017
Cell1950	Others	8897.9713	-21.8568
Cell1951	Others	8887.9456	10.4724
Cell1952	Others	8921.568	229.9467
Cell1953	Others	9141.9829	-129.9659
Cell1954	Others	8765.3668	383.9059
Cell1955	Others	8908.1552	104.9127
Cell1956	Others	8889.6643	54.5506
Cell1957	Others	8864.8868	103.4348
Cell1958	Others	9022.8856	-54.3346
Cell1959	Others	8932.6625	-83.9428
Cell1960	Others	8909.6046	-168.4314
Cell1961	Others	8851.991	0.2245
Cell1962	Others	8907.0784	35.4993
Cell1963	Others	8992.7468	70.8967
Cell1964	Others	8925.3863	14.5927
Cell1965	Others	9118.3013	-30.3755
Cell1966	Others	9259.7051	-157.214
Cell1967	Others	9200.8748	-87.8465
Cell1968	Others	8998.6023	-131.0068
Cell1969	Others	8847.7049	212.2626
Cell1970	Others	8833.4922	267.5626
Cell1971	Others	8883.7684	4.1922
Cell1972	Others	8897.6519	236.5645
Cell1973	Others	8928.8267	37.2393
Cell1974	Others	8849.9535	8.6832
Cell1975	Others	8828.3171	267.9647
Cell1976	Others	8945.3769	-23.4938
Cell1977	Others	8951.4489	32.7447
Cell1978	Others	9191.4745	-84.0152
Cell1979	Others	9225.0339	-112.373
Cell1980	Others	8918.8167	-13.9519
Cell1981	Others	8971.686	184.1159
Cell1982	Others	9113.0178	-93.0435
Cell1983	Others	8918.0589	206.2597
Cell1984	Others	8999.0577	57.9365
Cell1985	Others	8946.7877	28.1146
Cell1986	Others	8913.1285	-54.8563
Cell1987	Others	8897.5947	-57.4956
Cell1988	Others	8880.4573	290.0813
Cell1989	Others	8976.2224	161.9126
Cell1990	Others	8961.641	65.9477
Cell1991	Others	8854.1457	161.8371
Cell1992	Others	8943.346	3.6851
Cell1993	Others	8970.5731	44.6834
Cell1994	Others	8948.8149	-119.428
Cell1995	Others	8797.6963	77.333
Cell1996	Others	9069.7725	-66.229
Cell1997	Others	8920.3736	-46.3684
Cell1998	Others	9054.1554	-85.2292
Cell1999	Others	8958.3779	-66.0012
Cell2000	Others	8880.4783	-81.8963
Cell2001	Others	8992.9355	-10.5227
Cell2002	Others	9097.4516	-87.6107
Cell2003	Others	8966.4078	-30.1756
Cell2004	Others	8918.441	-156.8836
Cell2005	Others	8818.3533	232.5058
Cell2006	Others	8902.5765	5.4676
Cell2007	Others	8744.2315	441.0536
Cell2008	Others	8990.0618	161.2879
Cell2009	Others	9058.3301	-5.3045
Cell2010	Others	8893.6032	74.1783
Cell2011	Others	8922.8885	204.7126
Cell2012	Others	9262.1422	-179.0412
Cell2013	Others	8814.2167	-18.5565
Cell2014	Others	8865.8126	289.8461
Cell2015	Others	9152.6257	-77.7274
Cell2016	Others	8830.6451	-7.7371
Cell2017	Others	8821.386	136.0787
Cell2018	Others	8681.5934	527.3521
Cell2019	Others	9074.2805	-7.9967
Cell2020	Others	8914.9215	-0.1745
Cell2021	Others	9033.1671	13.8624
Cell2022	Others	8917.5874	-78.3738
Cell2023	Others	8933.8693	117.0251
Cell2024	Others	9197.4759	-76.3774
Cell2025	Others	8944.2435	-15.2416
Cell2026	Others	9102.7395	28.6536
Cell2027	Others	9005.2569	35.7995
Cell2028	Others	8827.854	306.9172
Cell2029	Others	8944.2177	-38.3327
Cell2030	Others	9002.6898	73.5526
Cell2031	Others	9018.0705	-157.4372
Cell2032	Others	9017.0944	41.8099
Cell2033	Others	9057.2075	-60.1681
Cell2034	Others	9118.2534	-72.7634
Cell2035	Others	8897.8663	10.3786
Cell2036	Others	9009.7041	84.3972
Cell2037	Others	8949.5979	-7.9519
Cell2038	Others	9273.6581	-177.7315
Cell2039	Others	8928.4506	34.2136
Cell2040	Others	9162.7785	-57.1004
Cell2041	Others	9243.4383	-188.609
Cell2042	Others	9004.872	-96.7639
Cell2043	Others	9012.1373	28.0135
Cell2044	Others	9009.4662	-62.2868
Cell2045	Others	8902.7707	-80.7838
Cell2046	Others	8953.3266	-8.8194
Cell2047	Others	8904.7949	169.1622
Cell2048	Others	8800.1882	349.3266
Cell2049	Others	8930.0564	-50.1728
Cell2050	Others	8947.8719	71.382
Cell2051	Others	8999.7144	34.0778
Cell2052	Others	8994.1613	-108.2596
Cell2053	Others	8895.7284	205.3366
Cell2054	Others	8946.9224	-28.1015
Cell2055	Others	9208.0548	-131.8943
Cell2056	Others	9240.9334	-161.013
Cell2057	Others	9243.5592	-138.5629
Cell2058	Others	9255.0648	-172.0981
Cell2059	Others	8863.5967	17.2106
