Cell	annotation	x.loc	y.loc	region
Cell1201	Endothelial	0.1447	0.5011	1
Cell1202	Epithelial	0.369	0.9123	1
Cell1203	Endothelial	0.0105	0.9439	1
Cell1204	Immune	0.0427	0.4433	1
Cell1205	Epithelial	0.6466	0.9373	1
Cell1206	Epithelial	0.0236	0.5973	1
Cell1207	Endothelial	0.2304	0.7946	1
Cell1208	Adipocyte	0.6047	0.828	1
Cell1209	Immune	0.5075	0.8694	1
Cell1210	Endothelial	0.2193	0.2821	1
Cell1211	Adipocyte	0.0699	0.7011	1
Cell1212	Epithelial	0.0834	0.963	1
Cell1213	Muscle	0.2558	0.6724	1
Cell1214	Fibroblast	0.1453	0.2683	1
Cell1215	Endothelial	0.1857	0.6182	1
Cell1216	Adipocyte	0.1414	0.8979	1
Cell1217	Adipocyte	0.2324	0.7657	1
Cell1218	Adipocyte	0.36	0.7447	1
Cell1219	Adipocyte	0.4796	0.6132	1
Cell1220	Epithelial	0.2644	0.7874	1
Cell1221	Epithelial	0.2896	0.6889	1
Cell1222	Adipocyte	0.3275	0.891	1
Cell1223	Adipocyte	0.4357	0.8802	1
Cell1224	Fibroblast	0.2928	0.2417	1
Cell1225	Immune	0.1569	0.2468	1
Cell1226	Fibroblast	0.4734	0.8023	1
Cell1227	Epithelial	0.6829	0.8302	1
Cell1228	Immune	0.7481	0.996	1
Cell1229	Adipocyte	0.3474	0.9156	1
Cell1230	Epithelial	0.2783	0.8311	1
Cell1231	Epithelial	0.3589	0.8056	1
Cell1232	Fibroblast	0.3135	0.642	1
Cell1233	Epithelial	0.1407	0.341	1
Cell1234	Fibroblast	0.2542	0.7893	1
Cell1235	Epithelial	0.026	0.9457	1
Cell1236	Adipocyte	0.0767	0.5867	1
Cell1237	Epithelial	0.215	0.3189	1
Cell1238	Endothelial	0.0481	0.4081	1
Cell1239	Fibroblast	0.4967	0.9086	1
Cell1240	Fibroblast	0.1311	0.4765	1
Cell1241	Fibroblast	0.3783	0.7205	1
Cell1242	Muscle	0.2288	0.6824	1
Cell1243	Fibroblast	0.2719	0.31	1
Cell1244	Fibroblast	0.4583	0.71	1
Cell1245	Endothelial	0.8238	0.9316	1
Cell1246	Immune	0.5808	0.6682	1
Cell1247	Epithelial	0.266	0.5551	1
Cell1248	Epithelial	0.364	0.5943	1
Cell1249	Adipocyte	0.6577	0.7916	1
Cell1250	Adipocyte	0.7137	0.9858	1
Cell1251	Adipocyte	0.5098	0.9962	1
Cell1252	Fibroblast	0.3353	0.4869	1
Cell1253	Epithelial	0.3761	0.7669	1
Cell1254	Adipocyte	0.0751	0.7153	1
Cell1255	Endothelial	0.4587	0.8754	1
Cell1256	Epithelial	0.7464	0.8823	1
Cell1257	Immune	0.2757	0.3205	1
Cell1258	Epithelial	0.4417	0.8507	1
Cell1259	Epithelial	0.0053	0.8619	1
Cell1260	Epithelial	0.053	0.6089	1
Cell1261	Adipocyte	0.3063	0.8009	1
Cell1262	Immune	0.4235	0.833	1
Cell1263	Adipocyte	0.391	0.9031	1
Cell1264	Epithelial	0.1668	0.9695	1
Cell1265	Adipocyte	0.3634	0.6539	1
Cell1266	Adipocyte	0.3207	0.5097	1
Cell1267	Muscle	0.6586	0.7536	1
Cell1268	Endothelial	0.8241	0.9368	1
Cell1269	Fibroblast	0.0417	0.0588	1
Cell1270	Epithelial	0.2142	0.5066	1
Cell1271	Endothelial	0.1923	0.9865	1
Cell1272	Endothelial	0.1685	0.6689	1
Cell1273	Adipocyte	0.1791	0.8736	1
Cell1274	Epithelial	0.0421	0.2861	1
Cell1275	Adipocyte	0.094	0.7909	1
Cell1276	Adipocyte	0.1126	0.8859	1
Cell1277	Epithelial	0.03	0.2931	1
Cell1278	Epithelial	0.2319	0.3657	1
Cell1279	Adipocyte	0.095	0.0892	1
Cell1280	Adipocyte	0.135	0.6914	1
Cell1281	Epithelial	0.773	0.9802	1
Cell1282	Fibroblast	0.0824	0.629	1
Cell1283	Epithelial	0.2679	0.1987	1
Cell1284	Muscle	0.5668	0.7099	1
Cell1285	Epithelial	0.1746	0.6002	1
Cell1286	Epithelial	0.2578	0.8927	1
Cell1287	Adipocyte	0.5341	0.607	1
Cell1288	Epithelial	0.6209	0.8597	1
Cell1289	Endothelial	0.3594	0.5783	1
Cell1290	Fibroblast	0.1815	0.2287	1
Cell1291	Immune	0.0353	0.3347	1
Cell1292	Immune	0.2162	0.9239	1
Cell1293	Epithelial	0.2148	0.1412	1
Cell1294	Epithelial	0.0247	0.7315	1
Cell1295	Epithelial	0.2158	0.3593	1
Cell1296	Epithelial	0.4672	0.7014	1
Cell1297	Endothelial	0.6127	0.8886	1
Cell1298	Epithelial	0.4039	0.9058	1
Cell1299	Immune	0.2325	0.9016	1
Cell1300	Adipocyte	0.7503	0.9658	1
Cell1301	Adipocyte	0.1456	0.2247	1
Cell1302	Fibroblast	0.057	0.4869	1
Cell1303	Immune	0.1717	0.6422	1
Cell1304	Epithelial	0.2002	0.748	1
Cell1305	Epithelial	0.3743	0.9017	1
Cell1306	Epithelial	0.384	0.4088	1
Cell1307	Epithelial	0.2082	0.9832	1
Cell1308	Endothelial	0.5292	0.8571	1
Cell1309	Adipocyte	0.1577	0.7259	1
Cell1310	Adipocyte	0.2692	0.7982	1
Cell1311	Epithelial	0.6335	0.8342	1
Cell1312	Epithelial	0.1155	0.0106	1
Cell1313	Epithelial	0.131	0.9271	1
Cell1314	Endothelial	0.603	0.8753	1
Cell1315	Fibroblast	0.1972	0.8882	1
Cell1316	Adipocyte	0.0885	0.6117	1
Cell1317	Epithelial	0.5896	0.7048	1
Cell1318	Adipocyte	0.3968	0.9549	1
Cell1319	Epithelial	0.2268	0.7949	1
Cell1320	Fibroblast	0.0794	0.46	1
Cell1321	Epithelial	0.709	0.9805	1
Cell1322	Endothelial	0.6883	0.9573	1
Cell1323	Epithelial	0.0205	0.3708	1
Cell1324	Epithelial	0.4716	0.5556	1
Cell1325	Epithelial	0.294	0.5728	1
Cell1326	Adipocyte	0.1619	0.3605	1
Cell1327	Epithelial	0.3622	0.587	1
Cell1328	Adipocyte	0.0378	0.6176	1
Cell1329	Fibroblast	0.0435	0.2983	1
Cell1330	Fibroblast	0.0481	0.2434	1
Cell1331	Epithelial	0.0081	0.8814	1
Cell1332	Immune	0.2251	0.1678	1
Cell1333	Epithelial	0.507	0.8592	1
Cell1334	Epithelial	0.2871	0.7626	1
Cell1335	Epithelial	0.1449	0.8221	1
Cell1336	Epithelial	0.4963	0.6764	1
Cell1337	Adipocyte	0.8175	0.9637	1
Cell1338	Adipocyte	0.4845	0.5469	1
Cell1339	Epithelial	0.0917	0.214	1
Cell1340	Adipocyte	0.3246	0.7219	1
Cell1341	Epithelial	0.3142	0.1625	1
Cell1342	Immune	0.0199	0.3718	1
Cell1343	Adipocyte	0.2604	0.3647	1
Cell1344	Epithelial	0.3589	0.9757	1
Cell1345	Adipocyte	0.2998	0.8479	1
Cell1346	Fibroblast	0.3419	0.453	1
Cell1347	Epithelial	0.2316	0.133	1
Cell1348	Fibroblast	0.4664	0.6559	1
Cell1349	Epithelial	0.4794	0.9626	1
Cell1350	Adipocyte	0.4241	0.6106	1
Cell1351	Epithelial	0.2895	0.1708	1
Cell1352	Epithelial	0.5655	0.8001	1
Cell1353	Fibroblast	0.2936	0.7343	1
Cell1354	Epithelial	0.3074	0.5531	1
Cell1355	Adipocyte	0.2267	0.1348	1
Cell1356	Endothelial	0.084	0.4237	1
Cell1357	Epithelial	0.3734	0.5561	1
Cell1358	Epithelial	0.5919	0.9452	1
Cell1359	Muscle	0.0248	0.8817	1
Cell1360	Immune	0.3983	0.8355	1
Cell1361	Fibroblast	0.286	0.1261	1
Cell1362	Endothelial	0.3175	0.5886	1
Cell1363	Epithelial	0.1489	0.7227	1
Cell1364	Epithelial	0.133	0.1337	1
Cell1365	Epithelial	0.0186	0.3758	1
Cell1366	Immune	0.4367	0.7473	1
Cell1367	Epithelial	0.0675	0.4602	1
Cell1368	Epithelial	0.1062	0.7602	1
Cell1369	Adipocyte	0.3876	0.3949	1
Cell1370	Endothelial	0.2741	0.6998	1
Cell1371	Endothelial	0.2642	0.4001	1
Cell1372	Adipocyte	0.068	0.4308	1
Cell1373	Epithelial	0.2245	0.3018	1
Cell1374	Epithelial	0.5383	0.7332	1
Cell1375	Adipocyte	0.0882	0.8462	1
Cell1376	Adipocyte	0.2326	0.8356	1
Cell1377	Epithelial	0.4615	0.7523	1
Cell1378	Immune	0.6611	0.9079	1
Cell1379	Adipocyte	0.4518	0.9889	1
Cell1380	Fibroblast	0.1238	0.4669	1
Cell1381	Epithelial	0.2399	0.9667	1
Cell1382	Adipocyte	0.4585	0.9476	1
Cell1383	Epithelial	0.0145	0.4515	1
Cell1384	Adipocyte	0.0338	0.3961	1
Cell1385	Epithelial	0.1281	0.6446	1
Cell1386	Immune	0.147	0.0359	1
Cell1387	Fibroblast	0.6991	0.7729	1
Cell1388	Epithelial	0.127	0.4268	1
Cell1389	Epithelial	0.4439	0.541	1
Cell1390	Epithelial	0.3865	0.7001	1
Cell1391	Adipocyte	0.1456	0.2975	1
Cell1392	Adipocyte	0.1735	0.746	1
Cell1393	Fibroblast	0.1569	0.3603	1
Cell1394	Epithelial	0.093	0.8648	1
Cell1395	Epithelial	0.4982	0.7708	1
Cell1396	Epithelial	0.1952	0.6324	1
Cell1397	Adipocyte	0.8321	0.9396	1
Cell1398	Endothelial	0.0208	0.3656	1
Cell1399	Fibroblast	0.3176	0.8086	1
Cell1400	Fibroblast	0.2979	0.345	1
Cell1401	Immune	0.1612	0.2146	1
Cell1402	Adipocyte	0.278	0.2407	1
Cell1403	Epithelial	0.0666	0.6307	1
Cell1404	Epithelial	0.135	0.6639	1
Cell1405	Epithelial	0.4007	0.9331	1
Cell1406	Fibroblast	0.3301	0.7885	1
Cell1407	Epithelial	0.8228	0.9109	1
Cell1408	Fibroblast	0.6623	0.8622	1
Cell1409	Adipocyte	0.3539	0.8691	1
Cell1410	Adipocyte	0.04	0.797	1
Cell1411	Epithelial	0.2209	0.6798	1
Cell1412	Fibroblast	0.2681	0.1551	1
Cell1413	Epithelial	0.1298	0.2243	1
Cell1414	Fibroblast	0.3201	0.8067	1
Cell1415	Epithelial	0.127	0.1526	1
Cell1416	Fibroblast	0.3214	0.9283	1
Cell1417	Fibroblast	0.0317	0.1987	1
Cell1418	Immune	0.3495	0.4398	1
Cell1419	Endothelial	0.5482	0.8039	1
Cell1420	Fibroblast	0.1082	0.5595	1
Cell1421	Adipocyte	0.479	0.7555	1
Cell1422	Epithelial	0.1913	0.4776	1
Cell1423	Epithelial	0.3314	0.5102	1
Cell1424	Fibroblast	0.0785	0.303	1
Cell1425	Epithelial	0.3618	0.9829	1
Cell1426	Epithelial	0.0415	0.4887	1
Cell1427	Fibroblast	0.0747	0.8059	1
Cell1428	Epithelial	0.4137	0.5532	1
Cell1429	Adipocyte	0.1524	0.366	1
Cell1430	Adipocyte	0.2196	0.1262	1
Cell1431	Epithelial	0.03	0.0656	1
Cell1432	Immune	0.2039	0.1891	1
Cell1433	Fibroblast	0.3922	0.8852	1
Cell1434	Adipocyte	0.1616	0.5554	1
Cell1435	Endothelial	0.3299	0.8165	1
Cell1436	Adipocyte	0.2069	0.2141	1
Cell1437	Endothelial	0.349	0.491	1
Cell1438	Fibroblast	0.092	0.3765	1
Cell1439	Adipocyte	0.0336	0.1181	1
Cell1440	Adipocyte	0.0166	0.2505	1
Cell1441	Immune	0.1841	0.6289	1
Cell1442	Epithelial	0.0628	0.4118	1
Cell1443	Adipocyte	0.0134	0.3822	1
Cell1444	Epithelial	0.3973	0.7734	1
Cell1445	Endothelial	0.1836	0.7784	1
Cell1446	Fibroblast	0.1969	0.4713	1
Cell1447	Epithelial	0.2692	0.8171	1
Cell1448	Immune	0.64	0.9689	1
Cell1449	Adipocyte	0.4944	0.6225	1
Cell1450	Muscle	0.0267	0.992	1
Cell1451	Epithelial	0.1575	0.2193	1
Cell1452	Epithelial	0.5189	0.7858	1
Cell1453	Epithelial	0.2295	0.456	1
Cell1454	Adipocyte	0.1109	0.103	1
Cell1455	Epithelial	0.381	0.6147	1
Cell1456	Adipocyte	0.0253	0.2954	1
Cell1457	Epithelial	0.2317	0.2018	1
Cell1458	Endothelial	0.1431	0.0922	1
Cell1459	Adipocyte	0.2212	0.6656	1
Cell1460	Adipocyte	0.1405	0.926	1
Cell1461	Immune	0.5456	0.854	1
Cell1462	Adipocyte	0.019	0.655	1
Cell1463	Fibroblast	0.1291	0.4513	1
Cell1464	Epithelial	0.539	0.9226	1
Cell1465	Fibroblast	0.126	0.2801	1
Cell1466	Adipocyte	0.4621	0.7056	1
Cell1467	Endothelial	0.0092	0.8027	1
Cell1468	Fibroblast	0.0618	0.9991	1
Cell1469	Fibroblast	0.016	0.8153	1
Cell1470	Adipocyte	0.0679	0.7784	1
Cell1471	Endothelial	0.7528	0.9169	1
Cell1472	Adipocyte	0.1633	0.391	1
Cell1473	Epithelial	0.0732	0.6481	1
Cell1474	Adipocyte	0.2585	0.1459	1
Cell1475	Endothelial	0.0489	0.9924	1
Cell1476	Epithelial	0.0423	0.8217	1
Cell1477	Epithelial	0.703	0.9542	1
Cell1478	Epithelial	0.2328	0.1405	1
Cell1479	Epithelial	0.058	0.7332	1
Cell1480	Endothelial	4e-4	0.523	1
Cell1481	Adipocyte	0.5286	0.8734	1
Cell1482	Epithelial	0.1251	0.103	1
Cell1483	Muscle	0.2825	0.9999	1
Cell1484	Epithelial	0.2158	0.4343	1
Cell1485	Epithelial	0.0623	0.8694	1
Cell1486	Epithelial	0.2115	0.8138	1
Cell1487	Adipocyte	0.2256	0.7277	1
Cell1488	Endothelial	0.2422	0.325	1
Cell1489	Adipocyte	0.3295	0.5121	1
Cell1490	Fibroblast	0.5639	0.9761	1
Cell1491	Endothelial	0.6432	0.9868	1
Cell1492	Adipocyte	0.1312	0.7322	1
Cell1493	Adipocyte	9e-4	0.2899	1
Cell1494	Adipocyte	0.6336	0.9203	1
Cell1495	Endothelial	0.1207	0.4324	1
Cell1496	Epithelial	0.0832	0.0106	1
Cell1497	Epithelial	0.3817	0.8365	1
Cell1498	Epithelial	0.1195	0.6729	1
Cell1499	Endothelial	0.1823	0.1594	1
Cell1500	Epithelial	0.4983	0.8981	1
Cell1501	Endothelial	0.4872	0.948	1
Cell1502	Epithelial	0.5349	0.6829	1
Cell1503	Adipocyte	0.0196	0.2606	1
Cell1504	Adipocyte	0.6224	0.7297	1
Cell1505	Immune	0.7462	0.9733	1
Cell1506	Epithelial	0.4812	0.5501	1
Cell1507	Endothelial	0.2855	0.5951	1
Cell1508	Epithelial	0.308	0.49370000000000003	1
Cell1509	Epithelial	0.149	0.2292	1
Cell1510	Fibroblast	0.2107	0.6641	1
Cell1511	Epithelial	0.6805	0.9864	1
Cell1512	Epithelial	0.0271	0.509	1
Cell1513	Adipocyte	0.0974	0.701	1
Cell1514	Adipocyte	0.132	0.5265	1
Cell1515	Epithelial	0.0262	0.1986	1
Cell1516	Epithelial	0.4381	0.7649	1
Cell1517	Adipocyte	0.6688	0.9319	1
Cell1518	Epithelial	0.3067	0.5449	1
Cell1519	Adipocyte	0.0145	0.2809	1
Cell1520	Adipocyte	0.6426	0.9097	1
Cell1521	Endothelial	0.1427	0.039	1
Cell1522	Adipocyte	0.2803	0.9376	1
Cell1523	Adipocyte	0.0853	0.8215	1
Cell1524	Adipocyte	0.1675	0.4391	1
Cell1525	Muscle	0.0297	0.0123	1
Cell1526	Muscle	0.016	0.9177	1
Cell1527	Immune	0.1505	0.3956	1
Cell1528	Epithelial	0.7143	0.9123	1
Cell1529	Adipocyte	0.0938	0.4537	1
Cell1530	Adipocyte	0.0568	0.3982	1
Cell1531	Epithelial	0.3886	0.6321	1
Cell1532	Fibroblast	0.1115	0.6449	1
Cell1533	Adipocyte	0.6793	0.9222	1
Cell1534	Adipocyte	0.5432	0.7625	1
Cell1535	Epithelial	0.5405	0.8017	1
Cell1536	Endothelial	0.2618	0.7737	1
Cell1537	Adipocyte	0.1022	0.6117	1
Cell1538	Endothelial	0.4112	0.5711	1
Cell1539	Epithelial	0.7077	0.8497	1
Cell1540	Muscle	0.196	0.3286	1
Cell1541	Adipocyte	0.0238	0.6684	1
Cell1542	Adipocyte	0.6666	0.825	1
Cell1543	Epithelial	0.3283	0.2368	1
Cell1544	Endothelial	0.4767	0.6931	1
Cell1545	Adipocyte	0.6324	0.9354	1
Cell1546	Adipocyte	0.4952	0.9655	1
Cell1547	Muscle	0.3076	0.4625	1
Cell1548	Endothelial	0.3533	0.7988	1
Cell1549	Epithelial	0.2138	0.348	1
Cell1550	Adipocyte	0.5573	0.6617	1
Cell1551	Adipocyte	0.6047	0.9888	1
Cell1552	Epithelial	0.8479	0.9431	1
Cell1553	Fibroblast	0.211	0.7496	1
Cell1554	Epithelial	0.4676	0.9073	1
Cell1555	Adipocyte	0.2956	0.3883	1
Cell1556	Epithelial	0.0424	0.2932	1
Cell1557	Endothelial	0.3909	0.464	1
Cell1558	Epithelial	0.0947	0.581	1
Cell1559	Epithelial	0.0923	0.2868	1
Cell1560	Endothelial	0.4228	0.9667	1
Cell1561	Immune	0.0979	0.0433	1
Cell1562	Epithelial	0.4059	0.9637	1
Cell1563	Epithelial	0.7444	0.9749	1
Cell1564	Immune	0.0026	0.2673	1
Cell1565	Endothelial	0.464	0.8613	1
Cell1566	Fibroblast	0.3854	0.5178	1
Cell1567	Adipocyte	0.5388	0.7314	1
Cell1568	Epithelial	0.5668	0.7713	1
Cell1569	Epithelial	0.5087	0.9534	1
Cell1570	Adipocyte	0.3829	0.8371	1
Cell1571	Epithelial	0.208	0.6854	1
Cell1572	Adipocyte	0.3065	0.1965	1
Cell1573	Endothelial	0.3262	0.9272	1
Cell1574	Fibroblast	0.442	0.7439	1
Cell1575	Immune	0.4386	0.694	1
Cell1576	Adipocyte	0.1369	0.1801	1
Cell1577	Epithelial	0.1779	0.5921	1
Cell1578	Adipocyte	0.1506	0.1887	1
Cell1579	Epithelial	0.0831	0.3697	1
Cell1580	Adipocyte	0.1199	0.2308	1
Cell1581	Epithelial	0.2222	0.5429	1
Cell1582	Adipocyte	0.2024	0.298	1
Cell1583	Epithelial	0.4024	0.9757	1
Cell1584	Endothelial	0.3522	0.4961	1
Cell1585	Fibroblast	0.7505	0.9299	1
Cell1586	Adipocyte	0.1723	0.8087	1
Cell1587	Fibroblast	0.2903	0.4644	1
Cell1588	Epithelial	0.1482	0.6377	1
Cell1589	Adipocyte	0.4206	0.9929	1
Cell1590	Epithelial	0.2811	0.5813	1
Cell1591	Adipocyte	0.5389	0.7056	1
Cell1592	Adipocyte	0.4505	0.5776	1
Cell1593	Fibroblast	0.0289	0.5249	1
Cell1594	Epithelial	0.0232	0.411	1
Cell1595	Adipocyte	0.1307	0.456	1
Cell1596	Adipocyte	0.0101	0.8612	1
Cell1597	Endothelial	0.0972	0.728	1
Cell1598	Fibroblast	0.077	0.5088	1
Cell1599	Epithelial	0.6237	0.8685	1
Cell1600	Fibroblast	0.1345	0.6408	1
Cell1601	Muscle	0.3845	0.966	1
Cell1602	Muscle	0.1359	0.3219	1
Cell1603	Fibroblast	0.7115	0.8283	1
Cell1604	Endothelial	0.2997	0.425	1
Cell1605	Adipocyte	0.6035	0.7981	1
Cell1606	Endothelial	0.2063	0.2762	1
Cell1607	Endothelial	0.1084	0.9771	1
Cell1608	Endothelial	0.3762	0.9298	1
Cell1609	Adipocyte	0.142	0.3497	1
Cell1610	Adipocyte	0.3456	0.3184	1
Cell1611	Adipocyte	0.2308	0.5538	1
Cell1612	Fibroblast	0.4105	0.956	1
Cell1613	Fibroblast	0.5658	0.7944	1
Cell1614	Fibroblast	0.3022	0.8144	1
Cell1615	Adipocyte	0.2336	0.6599	1
Cell1616	Fibroblast	0.4296	0.691	1
Cell1617	Fibroblast	0.0658	0.6091	1
Cell1618	Adipocyte	0.1167	0.3643	1
Cell1619	Endothelial	0.7193	0.9095	1
Cell1620	Epithelial	0.1127	0.4675	1
Cell1621	Epithelial	0.0833	0.063	1
Cell1622	Fibroblast	0.1146	0.2112	1
Cell1623	Fibroblast	0.5799	0.7284	1
Cell1624	Adipocyte	0.2951	0.5391	1
Cell1625	Epithelial	0.3315	0.9574	1
Cell1626	Epithelial	0.5318	0.971	1
Cell1627	Endothelial	0.0099	0.5821	1
Cell1628	Epithelial	0.2867	0.6907	1
Cell1629	Adipocyte	0.0766	0.0701	1
Cell1630	Epithelial	0.1898	0.59	1
Cell1631	Epithelial	0.3579	0.8151	1
Cell1632	Fibroblast	0.1926	0.544	1
Cell1633	Epithelial	0.243	0.4286	1
Cell1634	Adipocyte	0.3716	0.3927	1
Cell1635	Adipocyte	0.3898	0.6949	1
Cell1636	Adipocyte	0.8253	0.9411	1
Cell1637	Endothelial	0.0416	0.0717	1
Cell1638	Adipocyte	0.1293	0.7755	1
Cell1639	Epithelial	0.1254	0.1402	1
Cell1640	Epithelial	0.4037	0.9496	1
Cell1641	Endothelial	0.0429	0.9181	1
Cell1642	Adipocyte	0.0347	0.8928	1
Cell1643	Endothelial	0.124	0.6495	1
Cell1644	Fibroblast	0.1294	0.155	1
Cell1645	Adipocyte	0.378	0.4242	1
Cell1646	Adipocyte	0.245	0.9137	1
Cell1647	Epithelial	0.792	0.9438	1
Cell1648	Endothelial	0.0612	0.9992	1
Cell1649	Adipocyte	0.1378	0.6551	1
Cell1650	Epithelial	0.0056	0.4395	1
Cell1651	Epithelial	0.1302	0.7964	1
Cell1652	Epithelial	0.5807	0.7799	1
Cell1653	Adipocyte	0.2227	0.581	1
Cell1654	Adipocyte	0.7184	0.9397	1
Cell1655	Fibroblast	0.2868	0.4673	1
Cell1656	Epithelial	0.0693	0.0766	1
Cell1657	Epithelial	0.1405	1e-4	1
Cell1658	Adipocyte	0.0147	0.2036	1
Cell1659	Endothelial	0.1452	0.5151	1
Cell1660	Endothelial	0.3001	0.2009	1
Cell1661	Immune	0.6377	0.7682	1
Cell1662	Adipocyte	0.4386	0.7457	1
Cell1663	Adipocyte	0.2736	0.7202	1
Cell1664	Epithelial	0.3259	0.9981	1
Cell1665	Epithelial	0.0722	0.3826	1
Cell1666	Epithelial	0.1013	0.8915	1
Cell1667	Muscle	0.0571	0.7375	1
Cell1668	Fibroblast	0.1172	0.4481	1
Cell1669	Adipocyte	0.2787	0.1881	1
Cell1670	Epithelial	0.3355	0.2986	1
Cell1671	Epithelial	0.7263	0.8983	1
Cell1672	Epithelial	0.4978	0.5782	1
Cell1673	Epithelial	0.4828	0.7952	1
Cell1674	Immune	0.1797	0.6374	1
Cell1675	Epithelial	0.6219	0.6765	1
Cell1676	Adipocyte	0.2592	0.5731	1
Cell1677	Epithelial	0.7978	0.9754	1
Cell1678	Endothelial	0.6287	0.8679	1
Cell1679	Endothelial	0.2257	0.999	1
Cell1680	Epithelial	0.417	0.6156	1
Cell1681	Epithelial	0.3263	0.6472	1
Cell1682	Epithelial	0.0873	0.363	1
Cell1683	Epithelial	0.3844	0.7517	1
Cell1684	Fibroblast	0.3553	0.5585	1
Cell1685	Epithelial	0.7067	0.8586	1
Cell1686	Epithelial	0.1169	0.2567	1
Cell1687	Epithelial	0.8095	0.9168	1
Cell1688	Immune	0.3807	0.8641	1
Cell1689	Fibroblast	0.3789	0.5894	1
Cell1690	Epithelial	0.593	0.9946	1
Cell1691	Adipocyte	0.4952	0.7366	1
Cell1692	Immune	0.5576	0.6831	1
Cell1693	Epithelial	0.3089	0.8317	1
Cell1694	Epithelial	0.6127	0.6923	1
Cell1695	Epithelial	0.1507	0.3605	1
Cell1696	Epithelial	0.0865	0.9779	1
Cell1697	Adipocyte	0.3978	0.7645	1
Cell1698	Adipocyte	0.2489	0.2609	1
Cell1699	Endothelial	0.387	0.5893	1
Cell1700	Epithelial	0.4396	0.4862	1
Cell1701	Adipocyte	0.3875	0.77	1
Cell1702	Adipocyte	0.3788	0.3997	1
Cell1703	Endothelial	0.7202	0.8917	1
Cell1704	Epithelial	0.0916	0.3815	1
Cell1705	Adipocyte	0.1237	0.6401	1
Cell1706	Endothelial	0.384	0.8941	1
Cell1707	Fibroblast	0.0136	0.6303	1
Cell1708	Epithelial	0.5054	0.685	1
Cell1709	Epithelial	0.0493	0.0922	1
Cell1710	Adipocyte	0.3275	0.9958	1
Cell1711	Adipocyte	0.1179	0.9442	1
Cell1712	Endothelial	0.0341	0.6985	1
Cell1713	Adipocyte	0.5294	0.8513	1
Cell1714	Epithelial	0.2171	0.1854	1
Cell1715	Epithelial	0.1914	0.3117	1
Cell1716	Epithelial	0.2005	0.3788	1
Cell1717	Adipocyte	0.6351	0.8593	1
Cell1718	Immune	0.0135	0.8835	1
Cell1719	Endothelial	0.0069	0.6792	1
Cell1720	Epithelial	0.3145	0.2732	1
Cell1721	Epithelial	0.6613	0.7564	1
Cell1722	Adipocyte	0.1965	0.7108	1
Cell1723	Epithelial	0.0197	0.805	1
Cell1724	Epithelial	0.6762	0.9907	1
Cell1725	Fibroblast	0.2228	0.819	1
Cell1726	Fibroblast	0.3223	0.2702	1
Cell1727	Epithelial	0.816	0.9834	1
Cell1728	Adipocyte	0.1754	0.1947	1
Cell1729	Fibroblast	0.0821	0.6405	1
Cell1730	Immune	0.3704	0.8551	1
Cell1731	Epithelial	0.115	0.9678	1
Cell1732	Epithelial	0.2039	0.2406	1
Cell1733	Adipocyte	0.2935	0.8538	1
Cell1734	Endothelial	0.5406	0.7497	1
Cell1735	Adipocyte	0.5617	0.9322	1
Cell1736	Epithelial	0.5128	0.8664	1
Cell1737	Adipocyte	0.3373	0.3104	1
Cell1738	Epithelial	0.0042	0.4212	1
Cell1739	Fibroblast	0.3402	0.6341	1
Cell1740	Epithelial	0.3574	0.7703	1
Cell1741	Endothelial	0.4101	0.6956	1
Cell1742	Immune	0.2219	0.3967	1
Cell1743	Adipocyte	0.2092	0.6905	1
Cell1744	Muscle	0.3998	0.4286	1
Cell1745	Immune	0.3933	0.6651	1
Cell1746	Epithelial	0.2336	0.3757	1
Cell1747	Endothelial	0.0536	0.0741	1
Cell1748	Endothelial	0.2761	0.33	1
Cell1749	Endothelial	0.5736	0.7629	1
Cell1750	Epithelial	0.5922	0.7244	1
Cell1751	Epithelial	0.3187	0.4694	1
Cell1752	Epithelial	0.1206	0.655	1
Cell1753	Immune	0.3385	0.2246	1
Cell1754	Muscle	0.0982	0.5581	1
Cell1755	Adipocyte	0.0301	0.5513	1
Cell1756	Muscle	0.2753	0.7769	1
Cell1757	Adipocyte	0.1156	0.6903	1
Cell1758	Muscle	0.0859	0.5761	1
Cell1759	Fibroblast	0.0082	0.053	1
Cell1760	Epithelial	0.5241	0.8147	1
Cell1761	Epithelial	0.4197	0.8667	1
Cell1762	Adipocyte	0.1916	0.6283	1
Cell1763	Epithelial	0.1756	0.2169	1
Cell1764	Epithelial	0.045	0.0084	1
Cell1765	Fibroblast	0.466	0.8755	1
Cell1766	Immune	0.3388	0.4548	1
Cell1767	Adipocyte	0.2861	0.1705	1
Cell1768	Adipocyte	0.1998	0.4454	1
Cell1769	Endothelial	0.337	0.7182	1
Cell1770	Immune	0.6552	0.7586	1
Cell1771	Epithelial	0.6119	0.7871	1
Cell1772	Endothelial	0.144	0.5709	1
Cell1773	Adipocyte	0.0711	0.5053	1
Cell1774	Fibroblast	0.0992	0.7036	1
Cell1775	Fibroblast	0.1606	0.1738	1
Cell1776	Endothelial	0.4644	0.8901	1
Cell1777	Epithelial	0.5837	0.6899	1
Cell1778	Adipocyte	0.2771	0.2531	1
Cell1779	Epithelial	0.3012	0.152	1
Cell1780	Endothelial	0.0279	0.5962	1
Cell1781	Adipocyte	0.2969	0.7529	1
Cell1782	Adipocyte	0.4131	0.6436	1
